interaction_id,table_id,row_type,pdf_page,report_page,table_title,condition_nominal,phase,sub_step,off_nominal_event,context,seq,media,subj_group,subj_position,obj_group,obj_position,interaction,condition,text_as_printed,controller_positions,freq,crit,rating_source,cited_7110_65,bb_paragraph,extraction_flags
2.7#07,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,"Interactions with Flightdeck | By En Route, TRACON and Tower Controllers",7,,ATC,"En Route, TRACON and Tower Controllers",FD,,Advise pilots to get new ATIS information,,Advise pilots to get new ATIS information,,,,,,2-9-2 (PDF p.111); 2-9-3 (PDF p.112),
2.7#08,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,"Interactions with Flightdeck | By En Route, TRACON and Tower Controllers",8,,ATC,"En Route, TRACON and Tower Controllers",FD,,Relay PIREPs to other pilots,,Relay PIREPs to other pilots,,,,,,2-6-2 (PDF p.99),
2.7#09,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,"Interactions with Flightdeck | By En Route, TRACON and Tower Controllers",9,,ATC,"En Route, TRACON and Tower Controllers",FD,,Inform pilots about adverse conditions,,Inform pilots about adverse conditions,,,,,,no rule matched,
2.7#10,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,"Interactions with Flightdeck | By En Route, TRACON and Tower Controllers",10,,ATC,"En Route, TRACON and Tower Controllers",FD,,Advise pilots for traffic,,Advise pilots for traffic,,,,,,no rule matched,
2.7#11,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,"Interactions with Flightdeck | By En Route, TRACON and Tower Controllers",11,,ATC,"En Route, TRACON and Tower Controllers",FD,,Receive traffic in sight advisories by pilots,,Receive traffic in sight advisories by pilots,,,,,,2-1-21 (PDF p.50),
2.7#12,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,"Interactions with Flightdeck | By En Route, TRACON and Tower Controllers",12,,ATC,"En Route, TRACON and Tower Controllers",FD,,Caution pilots for wake turbulence,,Caution pilots for wake turbulence,,,,,,2-1-20 (PDF p.49),
2.7#13,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,"Interactions with Flightdeck | By En Route, TRACON and Tower Controllers",13,,ATC,"En Route, TRACON and Tower Controllers",FD,,Control flight data accuracy with pilots,,Control flight data accuracy with pilots,,,,,,2-2-2 (PDF p.57),
,2.7,header,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with Flightdeck | By En Route and TRACON Controllers,,,,,,,By En Route and TRACON Controllers,,,,,,,,,
2.7#14,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with Flightdeck | By En Route and TRACON Controllers,14,,ATC,En Route and TRACON Controllers,FD,,"Receive pilots’ intentions (altitude, heading, speed, route, deviation, destination, approach, runway)",,"Receive pilots’ intentions (altitude, heading, speed, route, deviation, destination, approach, runway)",,,,,,no rule matched,
2.7#15,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with Flightdeck | By En Route and TRACON Controllers,15,,ATC,En Route and TRACON Controllers,FD,,"Receive pilots’ report of change of altitude, heading, or passing location",,"Receive pilots’ report of change of altitude, heading, or passing location",,,,,,no rule matched,
2.7#16,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with Flightdeck | By En Route and TRACON Controllers,16,,ATC,En Route and TRACON Controllers,FD,,"Provide control instructions and clearances to pilots regarding their heading, altitude, speed, fix point, via radio (as filed, to allow a shortcut or to delay (vectoring, sequencing)",,"Provide control instructions and clearances to pilots regarding their heading, altitude, speed, fix point, via radio (as filed, to allow a shortcut or to delay (vectoring, sequencing)",,,,,,no rule matched,
2.7#17,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with Flightdeck | By En Route and TRACON Controllers,17,,ATC,En Route and TRACON Controllers,FD,,"Clear pilots for change of altitude, heading, speed, approach.",,"Clear pilots for change of altitude, heading, speed, approach.",,,,,,4-8-1 (PDF p.265),
2.7#18,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with Flightdeck | By En Route and TRACON Controllers,18,,ATC,En Route and TRACON Controllers,FD,,Communicate altimeter at or under 17’000ft to pilots,,Communicate altimeter at or under 17’000ft to pilots,,,,,,2-7-1 (PDF p.107),
2.7#19,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with Flightdeck | By En Route and TRACON Controllers,19,,ATC,En Route and TRACON Controllers,FD,,Clear pilots for a different approach than filled or advised (e.g. visual instead of ILS),,Clear pilots for a different approach than filled or advised (e.g. visual instead of ILS),,,,,,4-8-1 (PDF p.265),
2.7#20,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with Flightdeck | By En Route and TRACON Controllers,20,,ATC,En Route and TRACON Controllers,FD,,"Verify identity and altitude leaving and assigned + provide additional instructions to pilots, if needed.",,"Verify identity and altitude leaving and assigned + provide additional instructions to pilots, if needed.",,,,,,no rule matched,
,2.7,header,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with Flightdeck | By Tower Controllers,,,,,,,By Tower Controllers,,,,,,,,,
2.7#21,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with Flightdeck | By Tower Controllers,21,,ATC,Tower Controllers,FD,,"Receive pilots’ intentions (Pre-Departure, pushback, star engines, taxi, runway, de-icing, departure time, takeoff, gate)",,"Receive pilots’ intentions (Pre-Departure, pushback, star engines, taxi, runway, de-icing, departure time, takeoff, gate)",,,,,,3-7-2 (PDF p.152); 3-9-10 (PDF p.180); 3-9-4 (PDF p.166),
2.7#22,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with Flightdeck | By Tower Controllers,22,,ATC,Tower Controllers,FD,,Receive pilots’ report of position,,Receive pilots’ report of position,,,,,,no rule matched,
2.7#23,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with Flightdeck | By Tower Controllers,23,,ATC,Tower Controllers,FD,,"Receive a Pre-Departure Clearance (flight plan) request from pilots, digitally (ACARS) or by voice (radio)",,"Receive a Pre-Departure Clearance (flight plan) request from pilots, digitally (ACARS) or by voice (radio)",,,,,,4-3-2 (PDF p.223); 4-2-1 (PDF p.217),
2.7#24,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with Flightdeck | By Tower Controllers,24,,ATC,Tower Controllers,FD,,"Amend Pre-Departure Clearance (flight plan), digitally (ACARS) or by voice (radio), (based on weather, traffic constraints)",,"Amend Pre-Departure Clearance (flight plan), digitally (ACARS) or by voice (radio), (based on weather, traffic constraints)",,,,,,4-3-2 (PDF p.223); 4-2-1 (PDF p.217); 4-2-5 (PDF p.218); 2-2-11 (PDF p.60),
2.7#25,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with Flightdeck | By Tower Controllers,25,,ATC,Tower Controllers,FD,,Clear Pre-Departure Clearance (flight plan) to pilots,,Clear Pre-Departure Clearance (flight plan) to pilots,,,,,,4-3-2 (PDF p.223); 4-2-1 (PDF p.217),
2.7#26,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with Flightdeck | By Tower Controllers,26,,ATC,Tower Controllers,FD,,Issue delay/flow restrictions to departing aircraft,,Issue delay/flow restrictions to departing aircraft,,,,,,11-1-1 (PDF p.539); 11-1-2 (PDF p.539); 11-1-3 (PDF p.540),
2.7#27,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with Flightdeck | By Tower Controllers,27,,ATC,Tower Controllers,FD,,Coordinate delay/flow restrictions with departing aircraft,,Coordinate delay/flow restrictions with departing aircraft,,,,,,11-1-1 (PDF p.539); 11-1-2 (PDF p.539); 11-1-3 (PDF p.540),
2.7#28,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with Flightdeck | By Tower Controllers,28,,ATC,Tower Controllers,FD,,"Clear pilots for pushback, taxi route, crossing taxiway and runway",,"Clear pilots for pushback, taxi route, crossing taxiway and runway",,,,,,3-7-2 (PDF p.152); 3-1-4 (PDF p.122),
2.7#29,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with Flightdeck | By Tower Controllers,29,,ATC,Tower Controllers,FD,,"Clear pilots for takeoff, landing, exit point of runway",,"Clear pilots for takeoff, landing, exit point of runway",,,,,,3-9-10 (PDF p.180); 3-9-4 (PDF p.166); 3-10-5 (PDF p.193),
2.7#30,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with Flightdeck | By Tower Controllers,30,,ATC,Tower Controllers,FD,,Abort takeoff,,Abort takeoff,,,,,,3-9-10 (PDF p.180); 3-9-4 (PDF p.166); 3-9-11 (PDF p.183),
2.7#31,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with Flightdeck | By Tower Controllers,31,,ATC,Tower Controllers,FD,,"Issue a clearance limit to pilots (fix point, hold short point)",,"Issue a clearance limit to pilots (fix point, hold short point)",,,,,,3-7-2 (PDF p.152),
2.7#32,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with Flightdeck | By Tower Controllers,32,,ATC,Tower Controllers,FD,,Coordinate pilots position and movements requests prior to departure,,Coordinate pilots position and movements requests prior to departure,,,,,,no rule matched,
2.7#33,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with Flightdeck | By Tower Controllers,33,,ATC,Tower Controllers,FD,,Clear approach to runway to pilots,,Clear approach to runway to pilots,,,,,,4-8-1 (PDF p.265),
2.7#34,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with Flightdeck | By Tower Controllers,34,,ATC,Tower Controllers,FD,,"Inform pilots of wind, runway condition, breaking actions",,"Inform pilots of wind, runway condition, breaking actions",,,,,,3-3-4 (PDF p.134); 3-3-5 (PDF p.135),
,2.7,header,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with FOC (by any controller),,,,,,,Interactions with FOC (by any controller),,,,,,,,,
2.7#35,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with FOC (by any controller),35,,ATC,,FOC,,Receive flight data in the system from dispatch,,Receive flight data in the system from dispatch,,,,,,2-2-2 (PDF p.57),
2.7#36,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with FOC (by any controller),36,,ATC,,FOC,,Relay information between dispatch and pilots (when needed),,Relay information between dispatch and pilots (when needed),,,,,,no rule matched,
2.7#37,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with FOC (by any controller),37,,ATC,,FOC,,"Coordinate customers questions (most often dispatch, about weather, runway or approach condition and configuration, restricted airspace)",,"Coordinate customers questions (most often dispatch, about weather, runway or approach condition and configuration, restricted airspace)",,,,,,no rule matched,
2.7#38,2.7,interaction,33,p.31,Table 2.7: Examples of ATC Interactions Under Nominal Conditions,nominal,,,,Interactions with FOC (by any controller),38,,ATC,,FOC,,Coordinate alternative flight destinations with dispatch (when needed),,Coordinate alternative flight destinations with dispatch (when needed),,,,,,no rule matched,
,2.8,header,34,p.32,Table 2.8: Examples of ATC Interactions Under Off-Nominal Conditions,off-nominal,,,,Holding by En Route Controllers,,,,,,,Holding by En Route Controllers,,,,,,,,,
2.8#01,2.8,interaction,34,p.32,Table 2.8: Examples of ATC Interactions Under Off-Nominal Conditions,off-nominal,,,,Holding by En Route Controllers,1,,ATC,,FD,,Warn pilots of holding instruction at least 5 minutes before reaching holding fix point,,Warn pilots of holding instruction at least 5 minutes before reaching holding fix point,,,,,,4-6-1 (PDF p.253); 4-6-4 (PDF p.255),obj_group-inferred-from-text
2.8#02,2.8,interaction,34,p.32,Table 2.8: Examples of ATC Interactions Under Off-Nominal Conditions,off-nominal,,,,Holding by En Route Controllers,2,,ATC,,FD,,Provide control instructions to pilots for holding procedures as published or else,,Provide control instructions to pilots for holding procedures as published or else,,,,,,4-6-1 (PDF p.253); 4-6-4 (PDF p.255),obj_group-inferred-from-text
2.8#03,2.8,interaction,34,p.32,Table 2.8: Examples of ATC Interactions Under Off-Nominal Conditions,off-nominal,,,,Holding by En Route Controllers,3,,ATC,,FD,,Clear pilots to go on holding or to continue as filed,,Clear pilots to go on holding or to continue as filed,,,,,,4-6-1 (PDF p.253); 4-6-4 (PDF p.255),obj_group-inferred-from-text
2.8#04,2.8,interaction,34,p.32,Table 2.8: Examples of ATC Interactions Under Off-Nominal Conditions,off-nominal,,,,Holding by En Route Controllers,4,,ATC,,FD,,"Coordinate with pilots for an alternative destination if minimum fuel, when holding",,"Coordinate with pilots for an alternative destination if minimum fuel, when holding",,,,,,4-6-1 (PDF p.253); 4-6-4 (PDF p.255); 2-1-8 (PDF p.42),obj_group-inferred-from-text
,2.8,header,34,p.32,Table 2.8: Examples of ATC Interactions Under Off-Nominal Conditions,off-nominal,,,,Missed approach by TRACON or Tower Controllers,,,,,,,Missed approach by TRACON or Tower Controllers,,,,,,,,,
2.8#05,2.8,interaction,34,p.32,Table 2.8: Examples of ATC Interactions Under Off-Nominal Conditions,off-nominal,,,,Missed approach by TRACON or Tower Controllers,5,,ATC,,FD,,Initiate go-around (missed approach) + plus give instruction for altitude and heading to pilots,,Initiate go-around (missed approach) + plus give instruction for altitude and heading to pilots,,,,,,4-8-9 (PDF p.274),obj_group-inferred-from-text
2.8#06,2.8,interaction,34,p.32,Table 2.8: Examples of ATC Interactions Under Off-Nominal Conditions,off-nominal,,,,Missed approach by TRACON or Tower Controllers,6,,ATC,,FD,,Relay control instructions from departure sector to pilots (missed approach),,Relay control instructions from departure sector to pilots (missed approach),,,,,,4-8-9 (PDF p.274),obj_group-inferred-from-text
